backup_seq,system_cd,system_nm,backup_dt,backup_type,backup_status,yn_restore_test,file_size_gb
372,ERP,경영관리시스템,2024-11-10 02:28:00,full,S,Y,49.83
373,ERP,경영관리시스템,2024-11-11 02:09:00,incremental,S,,2.62
374,ERP,경영관리시스템,2024-11-12 02:27:00,incremental,S,,3.65
375,ERP,경영관리시스템,2024-11-13 02:21:00,incremental,S,,3.87
376,ERP,경영관리시스템,2024-11-14 02:33:00,incremental,S,,2.62
377,ERP,경영관리시스템,2024-11-15 02:01:00,incremental,S,,4.8
378,ERP,경영관리시스템,2024-11-16 02:04:00,incremental,S,,3.14
379,ERP,경영관리시스템,2024-11-17 02:53:00,full,S,Y,7.56
380,ERP,경영관리시스템,2024-11-18 02:00:00,incremental,S,,4.5
381,ERP,경영관리시스템,2024-11-19 02:51:00,incremental,S,,2.29
382,ERP,경영관리시스템,2024-11-20 02:10:00,incremental,S,,4.5
383,ERP,경영관리시스템,2024-11-21 02:22:00,incremental,F,,4.52
384,ERP,경영관리시스템,2024-11-22 02:47:00,incremental,S,,2.29
385,ERP,경영관리시스템,2024-11-23 02:45:00,incremental,S,,2.03
386,ERP,경영관리시스템,2024-11-24 02:24:00,full,S,Y,47.36
387,ERP,경영관리시스템,2024-11-25 02:45:00,incremental,S,,1.22
388,ERP,경영관리시스템,2024-11-26 02:13:00,incremental,S,,2.57
389,ERP,경영관리시스템,2024-11-27 02:10:00,incremental,S,,1.01
390,ERP,경영관리시스템,2024-11-28 02:29:00,incremental,S,,0.68
391,ERP,경영관리시스템,2024-11-29 02:41:00,incremental,S,,2.25
392,ERP,경영관리시스템,2024-11-30 02:12:00,incremental,S,,3.25
393,ERP,경영관리시스템,2024-12-01 02:58:00,full,S,Y,5.21
394,ERP,경영관리시스템,2024-12-02 02:17:00,incremental,S,,1.24
395,ERP,경영관리시스템,2024-12-03 02:26:00,incremental,S,,0.66
396,ERP,경영관리시스템,2024-12-04 02:32:00,incremental,S,,4.85
397,ERP,경영관리시스템,2024-12-05 02:40:00,incremental,S,,4.23
398,ERP,경영관리시스템,2024-12-06 02:29:00,incremental,S,,2.02
399,ERP,경영관리시스템,2024-12-07 02:32:00,incremental,S,,3.88
400,ERP,경영관리시스템,2024-12-08 02:14:00,full,S,Y,9.23
401,ERP,경영관리시스템,2024-12-09 02:51:00,incremental,S,,4.25
402,ERP,경영관리시스템,2024-12-10 02:36:00,incremental,S,,3.33
403,ERP,경영관리시스템,2024-12-11 02:14:00,incremental,S,,4.5
404,ERP,경영관리시스템,2024-12-12 02:34:00,incremental,S,,3.17
405,ERP,경영관리시스템,2024-12-13 02:58:00,incremental,S,,3.71
406,ERP,경영관리시스템,2024-12-14 02:56:00,incremental,S,,4.11
407,ERP,경영관리시스템,2024-12-15 02:15:00,full,S,Y,27.64
408,ERP,경영관리시스템,2024-12-16 02:25:00,incremental,S,,3.15
409,ERP,경영관리시스템,2024-12-17 02:01:00,incremental,S,,1.92
410,ERP,경영관리시스템,2024-12-18 02:45:00,incremental,S,,4.7
411,ERP,경영관리시스템,2024-12-19 02:59:00,incremental,S,,1.01
412,ERP,경영관리시스템,2024-12-20 02:01:00,incremental,S,,3.42
413,ERP,경영관리시스템,2024-12-21 02:21:00,incremental,S,,3.36
414,ERP,경영관리시스템,2024-12-22 02:49:00,full,S,Y,38.88
415,ERP,경영관리시스템,2024-12-23 02:15:00,incremental,F,,4.95
416,ERP,경영관리시스템,2024-12-24 02:16:00,incremental,S,,2.81
417,ERP,경영관리시스템,2024-12-25 02:55:00,incremental,S,,0.55
418,ERP,경영관리시스템,2024-12-26 02:41:00,incremental,S,,0.9
419,ERP,경영관리시스템,2024-12-27 02:18:00,incremental,S,,3.05
420,ERP,경영관리시스템,2024-12-28 02:43:00,incremental,S,,4.64
421,ERP,경영관리시스템,2024-12-29 02:59:00,full,S,N,27.91
422,ERP,경영관리시스템,2024-12-30 02:04:00,incremental,S,,4.31
423,ERP,경영관리시스템,2024-12-31 02:07:00,incremental,S,,0.63
424,ERP,경영관리시스템,2025-01-01 02:24:00,incremental,S,,0.93
425,ERP,경영관리시스템,2025-01-02 02:32:00,incremental,S,,2.29
426,ERP,경영관리시스템,2025-01-03 02:11:00,incremental,S,,3.37
427,ERP,경영관리시스템,2025-01-04 02:50:00,incremental,S,,3.26
428,ERP,경영관리시스템,2025-01-05 02:42:00,full,S,N,30.99
429,ERP,경영관리시스템,2025-01-06 02:22:00,incremental,S,,2.15
430,ERP,경영관리시스템,2025-01-07 02:32:00,incremental,S,,4.38
431,ERP,경영관리시스템,2025-01-08 02:15:00,incremental,S,,1.04
432,ERP,경영관리시스템,2025-01-09 02:52:00,incremental,S,,0.9
433,ERP,경영관리시스템,2025-01-10 02:47:00,incremental,S,,3.18
434,ERP,경영관리시스템,2025-01-11 02:43:00,incremental,S,,1.18
435,ERP,경영관리시스템,2025-01-12 02:00:00,full,S,Y,19.04
436,ERP,경영관리시스템,2025-01-13 02:07:00,incremental,S,,3.89
437,ERP,경영관리시스템,2025-01-14 02:59:00,incremental,S,,4.76
438,ERP,경영관리시스템,2025-01-15 02:11:00,incremental,S,,4.09
439,ERP,경영관리시스템,2025-01-16 02:26:00,incremental,S,,2.25
440,ERP,경영관리시스템,2025-01-17 02:25:00,incremental,S,,3.44
441,ERP,경영관리시스템,2025-01-18 02:22:00,incremental,S,,3.38
442,ERP,경영관리시스템,2025-01-19 02:15:00,full,S,N,49.32
443,ERP,경영관리시스템,2025-01-20 02:34:00,incremental,S,,4.0
444,ERP,경영관리시스템,2025-01-21 02:06:00,incremental,S,,2.73
445,ERP,경영관리시스템,2025-01-22 02:16:00,incremental,S,,4.79
446,ERP,경영관리시스템,2025-01-23 02:48:00,incremental,S,,4.93
447,ERP,경영관리시스템,2025-01-24 02:34:00,incremental,S,,3.0
448,ERP,경영관리시스템,2025-01-25 02:52:00,incremental,S,,0.98
449,ERP,경영관리시스템,2025-01-26 02:30:00,full,S,Y,31.13
450,ERP,경영관리시스템,2025-01-27 02:35:00,incremental,S,,2.27
451,ERP,경영관리시스템,2025-01-28 02:47:00,incremental,S,,1.38
452,ERP,경영관리시스템,2025-01-29 02:16:00,incremental,S,,1.73
453,ERP,경영관리시스템,2025-01-30 02:25:00,incremental,S,,0.9
454,ERP,경영관리시스템,2025-01-31 02:20:00,incremental,S,,1.52
455,ERP,경영관리시스템,2025-02-01 02:22:00,incremental,S,,1.75
456,ERP,경영관리시스템,2025-02-02 02:34:00,full,S,Y,19.22
457,ERP,경영관리시스템,2025-02-03 02:46:00,incremental,S,,3.44
458,ERP,경영관리시스템,2025-02-04 02:05:00,incremental,S,,2.92
459,ERP,경영관리시스템,2025-02-05 02:26:00,incremental,S,,3.26
460,ERP,경영관리시스템,2025-02-06 02:10:00,incremental,S,,4.37
461,ERP,경영관리시스템,2025-02-07 02:15:00,incremental,S,,1.08
462,ERP,경영관리시스템,2025-02-08 02:44:00,incremental,S,,1.76
463,ERP,경영관리시스템,2025-02-09 02:58:00,full,S,Y,37.49
464,ERP,경영관리시스템,2025-02-10 02:34:00,incremental,S,,3.96
465,ERP,경영관리시스템,2025-02-11 02:18:00,incremental,S,,4.19
466,ERP,경영관리시스템,2025-02-12 02:39:00,incremental,S,,3.86
467,ERP,경영관리시스템,2025-02-13 02:41:00,incremental,S,,4.99
468,ERP,경영관리시스템,2025-02-14 02:29:00,incremental,S,,1.61
469,ERP,경영관리시스템,2025-02-15 02:09:00,incremental,S,,0.85
470,ERP,경영관리시스템,2025-02-16 02:55:00,full,S,N,20.4
471,ERP,경영관리시스템,2025-02-17 02:22:00,incremental,S,,4.68
472,ERP,경영관리시스템,2025-02-18 02:50:00,incremental,S,,0.77
473,ERP,경영관리시스템,2025-02-19 02:10:00,incremental,S,,1.78
474,ERP,경영관리시스템,2025-02-20 02:31:00,incremental,S,,4.88
475,ERP,경영관리시스템,2025-02-21 02:10:00,incremental,S,,2.89
476,ERP,경영관리시스템,2025-02-22 02:43:00,incremental,S,,4.44
477,ERP,경영관리시스템,2025-02-23 02:20:00,full,S,Y,44.79
478,ERP,경영관리시스템,2025-02-24 02:02:00,incremental,F,,2.11
479,ERP,경영관리시스템,2025-02-25 02:30:00,incremental,S,,3.49
480,ERP,경영관리시스템,2025-02-26 02:44:00,incremental,S,,2.77
481,ERP,경영관리시스템,2025-02-27 02:32:00,incremental,S,,3.36
482,ERP,경영관리시스템,2025-02-28 02:36:00,incremental,S,,1.68
483,ERP,경영관리시스템,2025-03-01 02:06:00,incremental,S,,3.36
484,ERP,경영관리시스템,2025-03-02 02:25:00,full,S,Y,14.66
485,ERP,경영관리시스템,2025-03-03 02:55:00,incremental,S,,1.8
486,ERP,경영관리시스템,2025-03-04 02:26:00,incremental,S,,0.6
487,ERP,경영관리시스템,2025-03-05 02:03:00,incremental,S,,1.98
488,ERP,경영관리시스템,2025-03-06 02:07:00,incremental,S,,2.31
489,ERP,경영관리시스템,2025-03-07 02:37:00,incremental,S,,2.67
490,ERP,경영관리시스템,2025-03-08 02:05:00,incremental,S,,0.51
491,ERP,경영관리시스템,2025-03-09 02:08:00,full,S,N,30.39
492,ERP,경영관리시스템,2025-03-10 02:07:00,incremental,S,,3.34
493,ERP,경영관리시스템,2025-03-11 02:47:00,incremental,S,,2.09
494,ERP,경영관리시스템,2025-03-12 02:44:00,incremental,S,,3.06
495,ERP,경영관리시스템,2025-03-13 02:39:00,incremental,S,,2.08
496,ERP,경영관리시스템,2025-03-14 02:06:00,incremental,S,,1.8
497,ERP,경영관리시스템,2025-03-15 02:25:00,incremental,S,,0.63
498,ERP,경영관리시스템,2025-03-16 02:17:00,full,S,Y,36.41
499,ERP,경영관리시스템,2025-03-17 02:59:00,incremental,S,,0.61
500,ERP,경영관리시스템,2025-03-18 02:27:00,incremental,S,,3.75
501,ERP,경영관리시스템,2025-03-19 02:03:00,incremental,S,,0.99
502,ERP,경영관리시스템,2025-03-20 02:55:00,incremental,F,,4.69
503,ERP,경영관리시스템,2025-03-21 02:59:00,incremental,S,,4.21
504,ERP,경영관리시스템,2025-03-22 02:16:00,incremental,S,,1.93
505,ERP,경영관리시스템,2025-03-23 02:20:00,full,S,N,24.57
506,ERP,경영관리시스템,2025-03-24 02:35:00,incremental,S,,2.99
507,ERP,경영관리시스템,2025-03-25 02:18:00,incremental,S,,3.11
508,ERP,경영관리시스템,2025-03-26 02:05:00,incremental,S,,2.61
509,ERP,경영관리시스템,2025-03-27 02:19:00,incremental,S,,2.27
510,ERP,경영관리시스템,2025-03-28 02:09:00,incremental,S,,3.72
511,ERP,경영관리시스템,2025-03-29 02:54:00,incremental,S,,1.1
512,ERP,경영관리시스템,2025-03-30 02:57:00,full,S,Y,42.67
513,ERP,경영관리시스템,2025-03-31 02:50:00,incremental,S,,4.22
514,ERP,경영관리시스템,2025-04-01 02:27:00,incremental,S,,4.68
515,ERP,경영관리시스템,2025-04-02 02:59:00,incremental,S,,0.7
516,ERP,경영관리시스템,2025-04-03 02:55:00,incremental,S,,2.49
517,ERP,경영관리시스템,2025-04-04 02:10:00,incremental,S,,4.36
518,ERP,경영관리시스템,2025-04-05 02:33:00,incremental,S,,1.14
519,ERP,경영관리시스템,2025-04-06 02:08:00,full,S,Y,11.07
520,ERP,경영관리시스템,2025-04-07 02:59:00,incremental,S,,1.3
521,ERP,경영관리시스템,2025-04-08 02:42:00,incremental,S,,4.83
522,ERP,경영관리시스템,2025-04-09 02:57:00,incremental,S,,1.87
523,ERP,경영관리시스템,2025-04-10 02:13:00,incremental,S,,1.07
524,ERP,경영관리시스템,2025-04-11 02:11:00,incremental,S,,1.85
525,ERP,경영관리시스템,2025-04-12 02:13:00,incremental,S,,3.44
526,ERP,경영관리시스템,2025-04-13 02:29:00,full,S,Y,26.17
527,ERP,경영관리시스템,2025-04-14 02:49:00,incremental,S,,1.48
528,ERP,경영관리시스템,2025-04-15 02:30:00,incremental,S,,2.88
529,ERP,경영관리시스템,2025-04-16 02:15:00,incremental,S,,2.91
530,ERP,경영관리시스템,2025-04-17 02:48:00,incremental,S,,1.27
531,ERP,경영관리시스템,2025-04-18 02:03:00,incremental,S,,0.62
532,ERP,경영관리시스템,2025-04-19 02:28:00,incremental,S,,2.22
533,ERP,경영관리시스템,2025-04-20 02:56:00,full,S,Y,40.67
534,ERP,경영관리시스템,2025-04-21 02:55:00,incremental,S,,1.32
535,ERP,경영관리시스템,2025-04-22 02:24:00,incremental,S,,3.6
536,ERP,경영관리시스템,2025-04-23 02:07:00,incremental,S,,4.27
537,ERP,경영관리시스템,2025-04-24 02:43:00,incremental,S,,0.51
538,ERP,경영관리시스템,2025-04-25 02:50:00,incremental,S,,3.25
539,ERP,경영관리시스템,2025-04-26 02:15:00,incremental,F,,3.37
540,ERP,경영관리시스템,2025-04-27 02:14:00,full,S,N,18.62
541,ERP,경영관리시스템,2025-04-28 02:46:00,incremental,S,,1.3
542,ERP,경영관리시스템,2025-04-29 02:32:00,incremental,S,,4.98
543,ERP,경영관리시스템,2025-04-30 02:09:00,incremental,S,,3.45
544,DW,데이터웨어하우스,2024-11-01 02:30:00,incremental,S,,0.74
545,DW,데이터웨어하우스,2024-11-02 02:52:00,incremental,S,,4.39
546,DW,데이터웨어하우스,2024-11-03 02:18:00,full,F,Y,48.97
547,DW,데이터웨어하우스,2024-11-04 02:02:00,incremental,S,,4.53
548,DW,데이터웨어하우스,2024-11-05 02:05:00,incremental,S,,4.95
549,DW,데이터웨어하우스,2024-11-06 02:05:00,incremental,S,,2.14
550,DW,데이터웨어하우스,2024-11-07 02:59:00,incremental,S,,2.49
551,DW,데이터웨어하우스,2024-11-08 02:31:00,incremental,S,,1.86
552,DW,데이터웨어하우스,2024-11-09 02:29:00,incremental,S,,4.88
553,DW,데이터웨어하우스,2024-11-10 02:03:00,full,S,Y,47.72
554,DW,데이터웨어하우스,2024-11-11 02:55:00,incremental,S,,3.06
555,DW,데이터웨어하우스,2024-11-12 02:26:00,incremental,S,,4.33
556,DW,데이터웨어하우스,2024-11-13 02:14:00,incremental,S,,1.96
557,DW,데이터웨어하우스,2024-11-14 02:37:00,incremental,S,,1.77
558,DW,데이터웨어하우스,2024-11-15 02:53:00,incremental,S,,3.22
559,DW,데이터웨어하우스,2024-11-16 02:22:00,incremental,S,,2.89
560,DW,데이터웨어하우스,2024-11-17 02:38:00,full,S,Y,28.3
561,DW,데이터웨어하우스,2024-11-18 02:42:00,incremental,S,,3.82
562,DW,데이터웨어하우스,2024-11-19 02:26:00,incremental,S,,3.72
563,DW,데이터웨어하우스,2024-11-20 02:01:00,incremental,S,,4.05
564,DW,데이터웨어하우스,2024-11-21 02:01:00,incremental,S,,1.8
565,DW,데이터웨어하우스,2024-11-22 02:36:00,incremental,S,,1.11
566,DW,데이터웨어하우스,2024-11-23 02:10:00,incremental,S,,2.07
567,DW,데이터웨어하우스,2024-11-24 02:00:00,full,S,Y,47.95
568,DW,데이터웨어하우스,2024-11-25 02:20:00,incremental,S,,2.98
569,DW,데이터웨어하우스,2024-11-26 02:52:00,incremental,S,,3.45
570,DW,데이터웨어하우스,2024-11-27 02:09:00,incremental,S,,4.93
571,DW,데이터웨어하우스,2024-11-28 02:06:00,incremental,S,,4.0
572,DW,데이터웨어하우스,2024-11-29 02:40:00,incremental,S,,4.0
573,DW,데이터웨어하우스,2024-11-30 02:36:00,incremental,S,,0.9
574,DW,데이터웨어하우스,2024-12-01 02:09:00,full,S,N,41.21
575,DW,데이터웨어하우스,2024-12-02 02:38:00,incremental,S,,4.17
576,DW,데이터웨어하우스,2024-12-03 02:05:00,incremental,S,,2.87
577,DW,데이터웨어하우스,2024-12-04 02:23:00,incremental,S,,2.67
578,DW,데이터웨어하우스,2024-12-05 02:32:00,incremental,S,,1.96
579,DW,데이터웨어하우스,2024-12-06 02:55:00,incremental,S,,3.32
580,DW,데이터웨어하우스,2024-12-07 02:37:00,incremental,S,,2.99
581,DW,데이터웨어하우스,2024-12-08 02:07:00,full,S,N,25.83
582,DW,데이터웨어하우스,2024-12-09 02:00:00,incremental,S,,3.1
583,DW,데이터웨어하우스,2024-12-10 02:08:00,incremental,S,,2.1
584,DW,데이터웨어하우스,2024-12-11 02:18:00,incremental,S,,4.84
585,DW,데이터웨어하우스,2024-12-12 02:48:00,incremental,S,,2.37
586,DW,데이터웨어하우스,2024-12-13 02:01:00,incremental,S,,0.77
587,DW,데이터웨어하우스,2024-12-14 02:19:00,incremental,S,,4.63
588,DW,데이터웨어하우스,2024-12-15 02:28:00,full,S,Y,43.42
589,DW,데이터웨어하우스,2024-12-16 02:59:00,incremental,S,,2.12
590,DW,데이터웨어하우스,2024-12-17 02:46:00,incremental,S,,3.62
591,DW,데이터웨어하우스,2024-12-18 02:41:00,incremental,S,,4.61
592,DW,데이터웨어하우스,2024-12-19 02:57:00,incremental,S,,4.09
593,DW,데이터웨어하우스,2024-12-20 02:53:00,incremental,S,,2.8
594,DW,데이터웨어하우스,2024-12-21 02:00:00,incremental,S,,4.17
595,DW,데이터웨어하우스,2024-12-22 02:00:00,full,S,N,22.04
596,DW,데이터웨어하우스,2024-12-23 02:49:00,incremental,S,,0.98
597,DW,데이터웨어하우스,2024-12-24 02:48:00,incremental,S,,0.99
598,DW,데이터웨어하우스,2024-12-25 02:15:00,incremental,S,,2.0
599,DW,데이터웨어하우스,2024-12-26 02:41:00,incremental,S,,3.96
600,DW,데이터웨어하우스,2024-12-27 02:06:00,incremental,S,,3.26
601,DW,데이터웨어하우스,2024-12-28 02:26:00,incremental,S,,4.03
602,DW,데이터웨어하우스,2024-12-29 02:05:00,full,S,Y,40.43
603,DW,데이터웨어하우스,2024-12-30 02:20:00,incremental,S,,1.41
604,DW,데이터웨어하우스,2024-12-31 02:02:00,incremental,S,,3.45
605,DW,데이터웨어하우스,2025-01-01 02:36:00,incremental,S,,0.77
606,DW,데이터웨어하우스,2025-01-02 02:39:00,incremental,S,,1.1
607,DW,데이터웨어하우스,2025-01-03 02:15:00,incremental,S,,3.0
608,DW,데이터웨어하우스,2025-01-04 02:53:00,incremental,S,,1.72
609,DW,데이터웨어하우스,2025-01-05 02:05:00,full,S,Y,7.23
610,DW,데이터웨어하우스,2025-01-06 02:10:00,incremental,S,,4.49
611,DW,데이터웨어하우스,2025-01-07 02:21:00,incremental,S,,3.88
612,DW,데이터웨어하우스,2025-01-08 02:42:00,incremental,S,,1.99
613,DW,데이터웨어하우스,2025-01-09 02:18:00,incremental,S,,1.86
614,DW,데이터웨어하우스,2025-01-10 02:35:00,incremental,S,,3.77
615,DW,데이터웨어하우스,2025-01-11 02:45:00,incremental,S,,1.48
616,DW,데이터웨어하우스,2025-01-12 02:44:00,full,S,Y,25.23
617,DW,데이터웨어하우스,2025-01-13 02:48:00,incremental,S,,4.91
618,DW,데이터웨어하우스,2025-01-14 02:38:00,incremental,S,,0.6
619,DW,데이터웨어하우스,2025-01-15 02:18:00,incremental,S,,3.88
620,DW,데이터웨어하우스,2025-01-16 02:09:00,incremental,S,,0.82
621,DW,데이터웨어하우스,2025-01-17 02:54:00,incremental,S,,1.2
622,DW,데이터웨어하우스,2025-01-18 02:54:00,incremental,S,,1.23
623,DW,데이터웨어하우스,2025-01-19 02:45:00,full,S,N,40.45
624,DW,데이터웨어하우스,2025-01-20 02:38:00,incremental,S,,1.93
625,DW,데이터웨어하우스,2025-01-21 02:54:00,incremental,S,,3.24
626,DW,데이터웨어하우스,2025-01-22 02:45:00,incremental,S,,1.42
627,DW,데이터웨어하우스,2025-01-23 02:44:00,incremental,S,,3.23
628,DW,데이터웨어하우스,2025-01-24 02:42:00,incremental,S,,2.31
629,DW,데이터웨어하우스,2025-01-25 02:44:00,incremental,S,,4.47
630,DW,데이터웨어하우스,2025-01-26 02:45:00,full,S,N,25.06
631,DW,데이터웨어하우스,2025-01-27 02:22:00,incremental,S,,3.67
632,DW,데이터웨어하우스,2025-01-28 02:53:00,incremental,S,,1.34
633,DW,데이터웨어하우스,2025-01-29 02:03:00,incremental,S,,1.78
634,DW,데이터웨어하우스,2025-01-30 02:44:00,incremental,S,,4.29
635,DW,데이터웨어하우스,2025-01-31 02:03:00,incremental,S,,1.55
636,DW,데이터웨어하우스,2025-02-01 02:49:00,incremental,S,,3.15
637,DW,데이터웨어하우스,2025-02-02 02:21:00,full,S,Y,5.37
638,DW,데이터웨어하우스,2025-02-03 02:56:00,incremental,S,,0.71
639,DW,데이터웨어하우스,2025-02-04 02:47:00,incremental,S,,1.73
640,DW,데이터웨어하우스,2025-02-05 02:09:00,incremental,S,,3.78
641,DW,데이터웨어하우스,2025-02-06 02:16:00,incremental,S,,0.5
642,DW,데이터웨어하우스,2025-02-07 02:09:00,incremental,S,,4.68
643,DW,데이터웨어하우스,2025-02-08 02:34:00,incremental,S,,1.25
644,DW,데이터웨어하우스,2025-02-09 02:52:00,full,S,Y,33.99
645,DW,데이터웨어하우스,2025-02-10 02:00:00,incremental,S,,3.73
646,DW,데이터웨어하우스,2025-02-11 02:55:00,incremental,S,,1.1
647,DW,데이터웨어하우스,2025-02-12 02:31:00,incremental,S,,3.94
648,DW,데이터웨어하우스,2025-02-13 02:15:00,incremental,S,,2.35
649,DW,데이터웨어하우스,2025-02-14 02:42:00,incremental,S,,2.22
650,DW,데이터웨어하우스,2025-02-15 02:02:00,incremental,S,,1.9
651,DW,데이터웨어하우스,2025-02-16 02:40:00,full,S,Y,13.01
652,DW,데이터웨어하우스,2025-02-17 02:53:00,incremental,S,,2.56
653,DW,데이터웨어하우스,2025-02-18 02:59:00,incremental,S,,1.51
654,DW,데이터웨어하우스,2025-02-19 02:56:00,incremental,S,,1.82
655,DW,데이터웨어하우스,2025-02-20 02:44:00,incremental,S,,2.42
656,DW,데이터웨어하우스,2025-02-21 02:21:00,incremental,S,,4.49
657,DW,데이터웨어하우스,2025-02-22 02:02:00,incremental,S,,2.54
658,DW,데이터웨어하우스,2025-02-23 02:56:00,full,S,Y,49.79
659,DW,데이터웨어하우스,2025-02-24 02:44:00,incremental,S,,1.4
660,DW,데이터웨어하우스,2025-02-25 02:34:00,incremental,S,,0.97
661,DW,데이터웨어하우스,2025-02-26 02:57:00,incremental,S,,0.53
662,DW,데이터웨어하우스,2025-02-27 02:18:00,incremental,S,,1.39
663,DW,데이터웨어하우스,2025-02-28 02:55:00,incremental,S,,3.65
664,DW,데이터웨어하우스,2025-03-01 02:12:00,incremental,S,,0.91
665,DW,데이터웨어하우스,2025-03-02 02:18:00,full,S,Y,36.68
666,DW,데이터웨어하우스,2025-03-03 02:11:00,incremental,S,,1.19
667,DW,데이터웨어하우스,2025-03-04 02:48:00,incremental,F,,3.21
668,DW,데이터웨어하우스,2025-03-05 02:44:00,incremental,S,,1.56
669,DW,데이터웨어하우스,2025-03-06 02:31:00,incremental,S,,3.83
670,DW,데이터웨어하우스,2025-03-07 02:22:00,incremental,S,,0.66
671,DW,데이터웨어하우스,2025-03-08 02:33:00,incremental,S,,0.72
672,DW,데이터웨어하우스,2025-03-09 02:29:00,full,S,Y,22.22
673,DW,데이터웨어하우스,2025-03-10 02:08:00,incremental,S,,1.23
674,DW,데이터웨어하우스,2025-03-11 02:05:00,incremental,S,,4.08
675,DW,데이터웨어하우스,2025-03-12 02:37:00,incremental,S,,0.91
676,DW,데이터웨어하우스,2025-03-13 02:58:00,incremental,S,,1.32
677,DW,데이터웨어하우스,2025-03-14 02:03:00,incremental,S,,4.49
678,DW,데이터웨어하우스,2025-03-15 02:57:00,incremental,S,,4.53
679,DW,데이터웨어하우스,2025-03-16 02:24:00,full,S,N,39.5
680,DW,데이터웨어하우스,2025-03-17 02:14:00,incremental,S,,4.59
681,DW,데이터웨어하우스,2025-03-18 02:25:00,incremental,S,,0.68
682,DW,데이터웨어하우스,2025-03-19 02:49:00,incremental,S,,3.03
683,DW,데이터웨어하우스,2025-03-20 02:48:00,incremental,S,,0.64
684,DW,데이터웨어하우스,2025-03-21 02:26:00,incremental,S,,3.58
685,DW,데이터웨어하우스,2025-03-22 02:46:00,incremental,S,,0.85
686,DW,데이터웨어하우스,2025-03-23 02:24:00,full,S,Y,29.62
687,DW,데이터웨어하우스,2025-03-24 02:48:00,incremental,S,,0.6
688,DW,데이터웨어하우스,2025-03-25 02:34:00,incremental,S,,3.83
689,DW,데이터웨어하우스,2025-03-26 02:58:00,incremental,S,,2.07
690,DW,데이터웨어하우스,2025-03-27 02:04:00,incremental,S,,2.83
691,DW,데이터웨어하우스,2025-03-28 02:00:00,incremental,S,,4.1
692,DW,데이터웨어하우스,2025-03-29 02:38:00,incremental,S,,0.84
693,DW,데이터웨어하우스,2025-03-30 02:20:00,full,S,Y,15.72
694,DW,데이터웨어하우스,2025-03-31 02:30:00,incremental,S,,4.49
695,DW,데이터웨어하우스,2025-04-01 02:28:00,incremental,S,,4.95
696,DW,데이터웨어하우스,2025-04-02 02:32:00,incremental,S,,2.91
697,DW,데이터웨어하우스,2025-04-03 02:46:00,incremental,S,,3.15
698,DW,데이터웨어하우스,2025-04-04 02:28:00,incremental,S,,4.49
699,DW,데이터웨어하우스,2025-04-05 02:19:00,incremental,S,,2.43
700,DW,데이터웨어하우스,2025-04-06 02:20:00,full,S,N,20.11
701,DW,데이터웨어하우스,2025-04-07 02:19:00,incremental,S,,1.45
702,DW,데이터웨어하우스,2025-04-08 02:02:00,incremental,S,,0.6
703,DW,데이터웨어하우스,2025-04-09 02:15:00,incremental,S,,3.1
704,DW,데이터웨어하우스,2025-04-10 02:38:00,incremental,S,,2.3
705,DW,데이터웨어하우스,2025-04-11 02:32:00,incremental,S,,1.43
706,DW,데이터웨어하우스,2025-04-12 02:32:00,incremental,S,,1.19
707,DW,데이터웨어하우스,2025-04-13 02:16:00,full,F,Y,30.81
708,DW,데이터웨어하우스,2025-04-14 02:17:00,incremental,S,,4.58
709,DW,데이터웨어하우스,2025-04-15 02:14:00,incremental,S,,1.8
710,DW,데이터웨어하우스,2025-04-16 02:12:00,incremental,F,,2.39
711,DW,데이터웨어하우스,2025-04-17 02:30:00,incremental,S,,3.52
712,DW,데이터웨어하우스,2025-04-18 02:30:00,incremental,S,,3.61
713,DW,데이터웨어하우스,2025-04-19 02:39:00,incremental,S,,4.31
714,DW,데이터웨어하우스,2025-04-20 02:27:00,full,S,Y,16.48
715,DW,데이터웨어하우스,2025-04-21 02:53:00,incremental,S,,2.11
716,DW,데이터웨어하우스,2025-04-22 02:00:00,incremental,S,,4.53
717,DW,데이터웨어하우스,2025-04-23 02:34:00,incremental,S,,3.68
718,DW,데이터웨어하우스,2025-04-24 02:28:00,incremental,S,,4.49
719,DW,데이터웨어하우스,2025-04-25 02:12:00,incremental,S,,0.78
720,DW,데이터웨어하우스,2025-04-26 02:09:00,incremental,S,,2.71
721,DW,데이터웨어하우스,2025-04-27 02:32:00,full,S,Y,12.52
722,DW,데이터웨어하우스,2025-04-28 02:33:00,incremental,S,,2.41
723,DW,데이터웨어하우스,2025-04-29 02:38:00,incremental,S,,4.13
724,DW,데이터웨어하우스,2025-04-30 02:55:00,incremental,S,,0.78
725,DEVP,개발포털,2024-11-01 02:02:00,incremental,S,,3.69
726,DEVP,개발포털,2024-11-02 02:00:00,incremental,S,,2.3
727,DEVP,개발포털,2024-11-03 02:08:00,full,S,Y,5.79
728,DEVP,개발포털,2024-11-04 02:31:00,incremental,S,,2.21
729,DEVP,개발포털,2024-11-05 02:59:00,incremental,S,,4.53
730,DEVP,개발포털,2024-11-06 02:12:00,incremental,S,,0.89
731,DEVP,개발포털,2024-11-07 02:24:00,incremental,F,,0.8
732,DEVP,개발포털,2024-11-08 02:56:00,incremental,S,,2.29
733,DEVP,개발포털,2024-11-09 02:40:00,incremental,S,,3.01
734,DEVP,개발포털,2024-11-10 02:58:00,full,S,Y,21.77
